id,age,gender,annual_income,loan_amount,loan_term,employment_type,purpose,num_dependents,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquencies,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd,months_on_book,status,dpd,payment_amount,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments,default_12m
315,62,Female,1951184,986299,48,Self-employed,Home,3,609,7,3,720039,7,8,2,1264716,1278510,54,51,Late,58,77451,1,236140,0.4551944427331306,0.3346663663764742,13,1
316,24,Male,663804,189377,12,Self-employed,Business,0,837,7,4,103395,4,3,2,265146,1458624,72,40,Late,21,38842,2,316724,0.0916931822211593,0.4038490926932663,10,0
317,38,Female,850891,494089,36,Self-employed,Business,2,537,4,2,980771,5,9,0,199927,1344773,78,9,Paid,60,6213,3,146855,0.4246573915432899,0.3003768970889368,4,1
318,23,Male,1053527,707963,48,Salaried,Education,4,502,7,3,94409,3,6,2,938949,797012,49,39,Paid,53,12367,4,495654,0.2861020819585259,0.976615586706673,2,0
319,59,Male,203802,956813,36,Self-employed,Business,5,484,4,6,537212,6,7,2,517826,996863,7,51,Paid,30,77600,3,187459,0.3415033659554967,0.5725316773622144,14,0
320,38,Female,262160,474985,48,Self-employed,Education,5,563,2,4,534690,3,9,0,417099,1401902,56,31,Late,42,80522,4,335105,0.9700438858530678,0.3487818813266802,13,0
321,27,Female,1208226,926288,48,Salaried,Car,1,875,7,5,834373,1,4,0,471206,959113,41,8,Paid,67,11654,2,280297,0.3095038252578671,0.1322278443336426,8,0
322,40,Female,1555236,87737,24,Salaried,Home,3,660,9,1,768330,4,2,1,1614741,621994,67,28,Late,3,78650,3,394622,0.5846216223501379,0.5730430677753849,17,0
323,35,Female,255519,852310,60,Salaried,Education,4,463,9,5,408453,4,9,0,1747610,1412831,78,17,Late,86,16727,3,373261,0.2329368432200936,0.3092415006890164,5,0
324,40,Male,1964858,269258,24,Self-employed,Home,2,819,2,2,937978,5,4,2,589852,575299,58,42,Late,45,11582,2,282354,0.2519166616688033,0.1681951154974991,4,0
325,55,Male,1011642,271609,60,Self-employed,Business,4,393,7,3,732269,4,5,0,1531445,1102642,69,58,Paid,49,77556,3,428267,0.0566441559526342,0.6151186911201089,10,1
326,23,Female,679536,515270,48,Salaried,Education,1,740,1,5,696105,2,1,1,1671633,888709,18,33,Paid,51,75914,3,452062,0.0892027674652266,0.856053723189547,6,1
327,51,Female,923039,697110,12,Self-employed,Education,0,359,8,4,72225,4,8,0,877746,1202184,23,44,Late,82,26562,3,399335,0.5602080228599495,0.2488640686786817,6,1
328,25,Male,1903546,669942,36,Self-employed,Home,3,799,4,2,32833,8,2,0,986562,82205,70,38,Paid,77,76500,3,331973,0.5252563083512293,0.8400504424150599,7,0
329,41,Male,616865,126662,24,Salaried,Car,3,330,1,6,169165,3,0,1,790599,1606939,18,3,Paid,12,67832,4,230854,0.0501146358208953,0.5617047208076599,12,0
330,47,Male,1002412,351317,60,Salaried,Business,3,388,7,3,421281,9,0,2,1827489,1626196,19,23,Late,29,87369,2,374311,0.2998192249269008,0.2283054294863548,13,0
331,30,Male,578427,68847,60,Salaried,Education,4,813,7,4,179102,9,0,2,913249,1061686,9,7,Paid,31,85232,3,356810,0.5637664972001635,0.5240916691909482,12,0
332,54,Male,1703199,447013,12,Salaried,Home,3,791,5,6,657302,5,5,2,1924518,1264821,27,30,Paid,50,63006,1,198782,0.9314207389301108,0.1246937399600797,16,1
333,49,Male,1925345,180171,24,Salaried,Car,5,676,1,2,849768,5,4,1,489838,732966,64,23,Late,52,30844,1,100821,0.4374773749140627,0.6179682821006691,1,0
334,26,Female,628239,470604,36,Salaried,Business,3,658,8,2,795403,8,8,1,172485,371660,39,53,Paid,10,95007,3,153204,0.4348320470543643,0.9736102514734802,9,0
335,63,Male,1929037,719438,48,Salaried,Business,0,597,7,3,528038,6,5,1,72454,1081220,33,54,Late,75,97287,2,493569,0.1547719924395005,0.3099439707655917,10,1
336,27,Female,250067,479988,48,Salaried,Business,4,601,9,6,877867,9,6,2,1677686,1676355,32,57,Paid,33,29775,1,118704,0.6976993576988815,0.3480746534418819,7,0
337,53,Male,1382464,873629,60,Salaried,Car,2,616,9,3,68524,6,1,1,1248040,249225,56,42,Paid,20,65135,1,188371,0.9791527330218316,0.3906305238337739,19,0
338,55,Female,1830792,398646,24,Salaried,Home,2,541,4,7,666235,8,2,0,1339952,425567,12,18,Paid,10,49220,3,321027,0.387137045863381,0.1175168637381486,18,0
339,53,Female,1794059,939348,60,Salaried,Business,1,886,3,4,763881,3,4,1,1063795,1416328,53,17,Late,7,31344,4,260398,0.2070606597711788,0.7252842331574351,7,0
340,60,Male,1214712,834708,36,Self-employed,Business,3,397,6,1,176472,8,0,1,1053931,612648,47,58,Late,44,44567,2,313794,0.4880455794125442,0.8292902001897232,6,0
341,49,Female,602072,211748,60,Self-employed,Business,3,369,3,7,554703,0,1,1,1854687,15103,23,38,Late,85,25441,4,450179,0.3285193241949007,0.5615848819887885,2,0
342,44,Male,1497065,706969,36,Self-employed,Education,3,502,9,2,231998,6,1,0,1139193,291085,40,35,Paid,23,41517,3,57763,0.0087781296367428,0.4867121882938797,14,1
343,62,Female,864860,699137,48,Self-employed,Education,0,781,5,1,478583,9,2,0,139554,1239698,14,57,Paid,77,70806,3,265574,0.697822610160363,0.8047657188976125,18,0
344,39,Female,540919,871371,12,Self-employed,Business,4,802,1,3,953183,1,9,2,1309737,747721,22,39,Paid,29,64174,2,243402,0.755779064701063,0.4598842827758735,7,0
345,29,Male,330596,250655,12,Self-employed,Car,5,726,7,6,193542,7,0,0,1654794,1658878,54,45,Late,76,57775,4,117321,0.4278349645133675,0.4029586858436318,19,0
346,56,Female,1234797,764111,12,Self-employed,Home,5,437,3,4,621845,4,2,0,984805,307879,76,59,Paid,58,68330,3,312547,0.1696582228058051,0.0871843201649533,8,0
347,49,Female,1178202,199072,12,Salaried,Home,0,791,7,6,436721,0,8,1,568490,392229,6,10,Late,51,94850,3,111901,0.9028845718632228,0.8762321501591703,11,0
348,38,Male,1812575,834404,24,Salaried,Home,4,425,7,6,569551,2,4,2,1645047,951466,75,14,Late,72,77102,4,350326,0.7097408998699478,0.3744064602804361,15,0
349,53,Male,1531524,894747,36,Self-employed,Business,5,871,5,5,195828,3,4,1,1366862,1455160,13,6,Late,71,43522,2,488015,0.9160462009562628,0.7557770696295298,6,0
350,55,Female,620387,148647,60,Salaried,Business,3,696,7,1,541169,1,8,1,1918879,369685,61,41,Late,23,90520,4,152330,0.0807089604270709,0.820951921934245,11,1
351,45,Female,1789026,722946,48,Self-employed,Home,1,620,4,4,508644,2,4,2,388587,336134,78,44,Late,68,62794,2,89317,0.5809205258248802,0.2394583098844604,13,0
352,37,Female,232918,123831,36,Self-employed,Home,1,779,8,6,733467,8,0,0,213095,874638,76,53,Late,54,89172,1,458794,0.747671358424598,0.5962073180922313,15,1
353,33,Female,1171646,243034,12,Self-employed,Home,3,740,9,4,151509,7,6,1,962873,1299108,24,43,Paid,58,49240,1,286734,0.5104432618708192,0.5920852423712879,8,0
354,41,Male,452718,111982,48,Self-employed,Business,0,447,6,4,918249,1,4,0,1100251,1421244,72,40,Paid,38,24332,1,61438,0.4803396654080335,0.2271206505378765,12,0
355,43,Male,1973584,652358,12,Self-employed,Education,3,856,5,4,705499,2,9,0,347874,1058286,46,7,Paid,20,3016,4,356338,0.644154265377593,0.6407915455068458,12,0
356,63,Female,1156594,221074,48,Salaried,Home,5,472,2,4,326212,8,3,0,936447,32013,83,18,Late,18,52809,3,140171,0.4218197152391071,0.8721860901683487,18,1
357,21,Female,1067555,787635,48,Self-employed,Home,5,823,4,5,694909,1,7,1,64854,74795,24,55,Late,39,93464,1,492279,0.7534829390514051,0.4932647055517221,9,1
358,29,Male,1693101,454339,48,Self-employed,Education,4,521,2,5,502472,8,2,0,528249,1769010,48,32,Paid,10,59927,2,282814,0.998648957653142,0.2158071561651301,5,0
359,32,Male,727823,538218,12,Self-employed,Business,0,885,8,1,112906,8,7,1,1035899,425764,88,43,Paid,87,15513,4,414873,0.036996664345491,0.4676706844474342,8,0
360,46,Female,1831190,577955,36,Salaried,Car,2,520,6,5,996644,8,1,1,1265633,302258,49,2,Paid,82,30323,4,437392,0.3901916871851615,0.7178195625425786,0,0
361,38,Female,1380100,984469,24,Self-employed,Car,2,402,4,5,269616,8,1,2,1162358,1244714,42,34,Paid,61,87706,1,140470,0.1733914268106742,0.9784103276916432,1,0
362,55,Male,1841389,543700,36,Self-employed,Home,0,647,8,4,421245,3,1,0,1059777,1171107,84,36,Paid,49,10274,3,190572,0.2328652786306499,0.5397494737433132,18,0
363,40,Female,429014,110606,60,Self-employed,Car,0,761,5,3,737321,3,2,0,444213,393610,45,25,Paid,81,82472,2,444164,0.0640977309132507,0.0637283468071747,10,0
364,52,Male,1962415,706872,48,Self-employed,Education,1,835,9,4,105214,7,7,2,488483,1163905,1,9,Late,28,36163,4,77568,0.306817695631257,0.135761816754182,8,0
365,31,Female,1302982,973595,24,Salaried,Business,1,845,5,1,321200,9,4,1,1935437,584752,36,58,Late,66,57846,4,408822,0.7647692464664458,0.4391135550902783,6,0
366,40,Male,1668414,513653,36,Salaried,Education,4,718,9,4,913336,6,7,1,1406952,102495,38,33,Paid,33,81074,4,288831,0.3536354685553085,0.4411195940142817,6,0
367,38,Female,1559379,161812,36,Salaried,Home,1,334,2,1,556188,9,4,2,1989961,1128071,83,13,Paid,55,99358,2,264959,0.211353372158249,0.6955092810038243,12,0
368,38,Male,1015217,584236,36,Salaried,Home,2,720,5,4,412384,1,7,2,1529209,1473809,81,25,Late,83,20591,2,119184,0.4571361957292413,0.2891536040927344,14,0
369,58,Female,220799,963995,12,Self-employed,Education,0,566,3,4,796626,2,6,0,1129224,19848,78,2,Paid,41,96252,1,267654,0.4201631415170351,0.1897431637705648,13,1
370,21,Male,1212613,148955,12,Salaried,Education,2,374,2,5,316110,1,2,2,1080889,295434,64,1,Paid,30,25952,4,384374,0.6989586136723014,0.436576571528827,14,0
371,49,Male,866698,333703,24,Self-employed,Home,3,794,7,1,593041,6,9,1,478765,155050,21,35,Late,14,25015,1,455036,0.947282833602648,0.3995666686897983,18,0
372,34,Female,303274,903204,12,Salaried,Home,1,364,4,4,855042,2,6,1,712337,1233045,78,49,Late,64,54946,4,498581,0.8881383254518473,0.2305849499253387,14,0
373,53,Female,1368638,96088,36,Salaried,Business,2,760,9,7,787979,4,9,2,1113164,1424025,5,22,Paid,41,21118,1,299259,0.0317129172036557,0.3672791963738712,5,0
374,47,Female,1347903,211821,48,Self-employed,Home,4,839,9,5,648581,7,9,0,1349609,540515,8,14,Late,2,30589,4,326776,0.5909966259293352,0.6406033604606953,10,1
375,30,Male,1151907,101506,24,Self-employed,Home,2,499,6,3,932649,4,8,0,622361,410040,12,56,Paid,12,61660,2,317980,0.5957358469704315,0.1525180884824312,1,0
376,25,Male,1728456,731600,12,Self-employed,Business,2,701,3,1,542021,4,5,1,879695,165133,65,5,Late,52,11170,1,174648,0.4780263794523933,0.922275527585823,7,0
377,50,Female,349949,575035,24,Salaried,Education,1,576,8,7,839849,4,0,0,637129,1418091,28,11,Paid,76,10162,4,109080,0.9938045949434572,0.2373673747388363,7,0
378,33,Male,1201243,802005,48,Salaried,Home,3,574,1,5,13632,6,5,2,1185186,807177,52,8,Late,71,61680,4,131179,0.9192314617628662,0.0739245730462359,14,0
379,41,Female,1469256,270210,36,Self-employed,Education,1,302,6,2,139236,7,9,2,1222145,575040,44,18,Late,14,66311,2,492489,0.8240878174088268,0.6091748957148366,15,1
380,50,Male,831977,338578,48,Salaried,Home,1,887,8,3,452835,7,2,2,1748018,402218,76,39,Late,57,17646,4,479230,0.5400423160341291,0.071859431791285,12,0
381,53,Male,1411155,720020,48,Self-employed,Business,2,499,7,3,752294,9,9,2,1074894,244708,83,8,Paid,28,49432,2,283098,0.8644378768142215,0.4498760029331471,13,0
382,26,Female,1190391,800437,12,Salaried,Education,0,615,3,5,281044,3,1,0,65246,635856,57,9,Late,1,96509,1,454840,0.1863471613224611,0.1983468745669271,0,1
383,57,Male,840152,793956,36,Self-employed,Business,5,569,6,7,422064,3,5,0,734199,197129,71,30,Paid,78,78809,4,68916,0.5920707695454809,0.9868441580300296,7,0
384,41,Male,859890,96402,60,Self-employed,Business,5,452,1,4,369276,2,4,0,1207181,17292,14,33,Late,81,73997,3,181989,0.96919918842319,0.7763585772824716,15,0
385,57,Female,1058400,991212,24,Self-employed,Home,3,536,7,1,740433,3,6,0,550087,267334,84,57,Late,79,98778,2,117046,0.4175245884967333,0.1712429084753274,3,0
386,24,Male,1334178,588002,48,Salaried,Car,0,338,3,6,509035,6,3,1,1662479,593669,51,57,Paid,59,75542,4,419673,0.5675936057160589,0.1605558304845395,14,0
387,43,Female,1682285,841793,60,Salaried,Home,3,850,5,7,772358,0,1,1,83326,376962,29,28,Late,16,21555,4,389056,0.4014884943771947,0.3674661504130374,8,1
388,57,Male,1022520,167144,24,Salaried,Car,0,500,8,1,599536,4,3,0,1528286,1034104,53,37,Paid,83,15004,4,119914,0.0190599140946549,0.853023655882187,6,0
389,41,Female,575298,977925,12,Salaried,Car,3,529,8,6,500056,3,5,1,1745667,280436,12,36,Paid,61,1930,1,283758,0.5624452067720874,0.3292198028002608,8,0
390,59,Male,1924474,882767,60,Salaried,Education,2,605,6,7,476852,8,5,2,1329788,916602,73,45,Late,31,2461,4,415855,0.0933354905611797,0.0544526555562631,13,0
391,58,Female,1353709,310020,24,Self-employed,Education,1,711,2,7,304134,3,6,2,1476209,209417,67,57,Paid,55,94041,3,227899,0.8396754804276505,0.7837903849693764,13,0
392,59,Male,1295391,964637,48,Salaried,Business,3,635,2,6,922880,1,1,0,822608,331355,56,2,Late,89,87200,1,146192,0.8360672819259046,0.8388003657311259,13,0
393,40,Male,643288,865297,24,Salaried,Education,4,442,4,6,491133,2,8,1,1874206,659805,36,11,Paid,16,27303,1,425189,0.0860658899129447,0.6598089808548427,8,0
394,39,Female,434196,511993,12,Salaried,Education,2,580,6,3,983409,1,0,0,1734382,1793811,74,9,Late,83,85859,3,454618,0.5504885596092284,0.3313515588729556,6,0
395,49,Male,1844440,370114,12,Self-employed,Car,2,823,8,2,837830,9,4,2,1232071,73555,40,20,Late,25,37858,3,325783,0.9002996364085194,0.880843528768432,13,0
396,29,Female,1415226,283495,24,Salaried,Education,4,537,2,3,400575,4,3,1,1498499,404970,6,58,Paid,19,9781,3,269962,0.4980942751623778,0.2036380978129601,4,1
397,42,Female,618749,96451,36,Salaried,Car,1,341,5,5,650950,8,2,2,122873,594003,15,5,Late,29,84243,1,223315,0.5272112856586536,0.3796915197279977,10,1
398,38,Male,1091832,118328,36,Self-employed,Business,0,538,8,5,384389,4,9,1,761933,11995,57,15,Paid,38,44882,1,208779,0.3868736372573585,0.2364263085042304,15,0
399,58,Female,1276011,828057,60,Salaried,Car,0,343,2,3,731285,1,5,0,1182748,1080257,65,59,Late,50,60776,2,401518,0.9966751995270678,0.4553217755449903,10,1
400,30,Female,865241,791623,60,Self-employed,Education,1,534,4,4,379367,3,1,1,673317,243439,2,9,Paid,0,44540,4,383569,0.0956524870076792,0.9062011405782732,18,0
401,48,Male,792672,697424,12,Self-employed,Home,1,494,4,4,281405,8,8,2,936826,334716,52,1,Late,34,57443,3,264828,0.7031362614361463,0.8723483224080203,12,0
402,56,Female,300348,890655,60,Salaried,Car,0,649,5,2,437098,6,9,0,1861018,507522,4,24,Paid,23,23595,2,407935,0.3336428363288256,0.8051164714341175,1,0
403,35,Male,954966,69032,48,Salaried,Car,2,525,5,4,726144,8,6,0,1380822,1053603,2,23,Late,68,24365,3,463411,0.2768022898346797,0.3353845908881575,1,0
404,37,Male,878633,623771,24,Salaried,Home,3,494,5,3,459978,3,1,1,304096,595183,52,32,Late,52,71464,4,323596,0.7713733237790464,0.5479974253327928,15,0
405,41,Female,1552792,98249,36,Self-employed,Business,2,553,4,4,479613,1,8,0,1428324,1770630,1,54,Late,78,63179,2,190379,0.1842423275110262,0.1117672321915884,8,1
406,34,Female,465239,66981,60,Self-employed,Car,4,372,8,6,489362,8,2,1,1006511,1439872,25,46,Late,33,28808,1,135992,0.0426456482635133,0.9219607929881872,11,0
407,29,Female,433688,567335,48,Salaried,Business,1,890,3,2,371451,8,3,2,840578,477175,11,33,Paid,46,54992,2,395209,0.4392826171513584,0.2705348955006467,2,0
408,39,Male,1436546,153923,60,Self-employed,Business,3,680,8,5,946818,8,4,1,1686672,1716202,28,19,Paid,75,91253,3,143414,0.7313028470888193,0.4102069000503572,18,1
409,35,Male,1942801,886265,12,Salaried,Business,2,873,2,4,133213,7,4,1,1950427,754154,73,28,Late,77,99022,4,494189,0.097926826817135,0.4464631674180076,16,0
410,29,Female,838099,697811,24,Self-employed,Education,2,669,8,1,585639,1,9,0,1479750,1626700,69,51,Late,33,47329,4,177537,0.6557623988485032,0.3588237190420796,16,0
411,31,Male,836628,229850,36,Self-employed,Education,5,860,7,1,975056,2,9,1,1824603,1541129,84,19,Paid,82,83149,4,474731,0.2259541237193704,0.9079903363104704,4,0
412,35,Female,955311,881433,48,Self-employed,Business,2,825,5,6,442002,0,0,0,107133,1751393,12,59,Late,19,98005,1,323409,0.8097162662368339,0.8062154606629308,15,0
413,23,Male,1801045,789237,12,Salaried,Home,0,488,6,5,765994,0,5,0,1777288,1493165,84,57,Paid,0,27768,1,97545,0.746661865877117,0.1504829716032055,11,0
414,36,Female,534486,323946,24,Salaried,Education,0,764,1,3,221351,5,3,1,1738572,98392,59,55,Paid,42,39489,1,276586,0.9517871218282152,0.7661111334854336,7,0
415,34,Female,1238541,61199,24,Self-employed,Education,3,628,5,1,380192,0,1,2,735879,167931,35,51,Paid,67,26906,1,139290,0.6300081702448108,0.2484669345428187,10,0
416,34,Female,1610771,497048,36,Self-employed,Car,0,389,4,7,324885,1,6,2,270909,1400031,78,29,Paid,81,73524,1,433527,0.029380477007414,0.6123122251014111,11,0
417,59,Female,1453286,600373,24,Self-employed,Education,1,484,9,7,482234,0,0,2,1009748,591411,28,22,Paid,80,92393,3,54346,0.0780086723016064,0.7224150879361309,15,1
418,52,Male,1024095,162287,24,Salaried,Home,5,521,1,7,109359,9,8,2,645823,995691,83,48,Paid,86,41003,3,225269,0.6181403051394588,0.1991280456276954,18,0
419,48,Female,651147,506017,12,Self-employed,Education,5,589,6,3,365687,1,0,1,1230184,794044,21,50,Late,64,27473,1,244932,0.3392352161654287,0.6265125885934703,1,0
420,42,Male,1265599,131013,60,Self-employed,Business,4,569,3,7,745729,8,1,0,816354,881629,20,57,Paid,53,25593,1,435544,0.8231116708031904,0.4404960647412264,17,0
421,30,Male,1877007,985578,12,Self-employed,Car,1,454,9,2,569385,7,1,1,1292040,1567874,5,23,Paid,11,71750,2,413830,0.6362869692502916,0.8332627088581906,2,0
422,37,Female,1146935,51787,60,Salaried,Home,4,578,8,3,238581,3,2,2,50582,749643,89,12,Late,51,55670,4,334332,0.2042490005825241,0.4718605625293754,11,0
423,54,Male,358610,852714,48,Self-employed,Home,3,474,4,5,129189,9,8,0,1554731,268300,33,9,Paid,57,86736,1,360756,0.2853924772350947,0.969952288758712,7,0
424,59,Male,274634,493207,24,Salaried,Car,5,641,1,3,530413,2,9,2,891312,1788635,6,15,Paid,77,53458,2,219458,0.6217783501720507,0.1688289834807876,1,1
425,46,Female,419446,431244,12,Self-employed,Car,5,649,4,2,134106,6,2,1,1423009,531216,76,38,Paid,28,58592,3,279043,0.1386410971200228,0.563012142057303,0,0
426,34,Male,823400,565844,48,Salaried,Car,3,332,2,7,573305,1,4,1,1725911,1717686,84,5,Late,12,63846,1,94959,0.0494296511020977,0.7979940342909856,2,0
427,55,Female,634077,348805,12,Self-employed,Home,5,719,7,4,586082,7,1,1,1321093,275610,14,2,Paid,5,9842,4,445201,0.9774411432466582,0.1192554515883325,18,0
428,59,Male,344990,294131,24,Salaried,Education,4,456,5,7,66846,4,1,0,1950104,161437,22,22,Paid,74,73100,3,422976,0.8109180620985944,0.4900765226174544,13,0
429,27,Male,1958648,103698,36,Salaried,Car,2,799,1,1,189872,3,1,0,414317,1520620,5,52,Paid,44,63320,4,302103,0.0147813560521943,0.2215522970590292,1,0
430,35,Female,1704588,997415,12,Self-employed,Business,1,731,2,5,693595,0,4,1,522035,484300,33,52,Late,10,6408,4,159175,0.3321169395933542,0.800624679219898,5,0
431,59,Male,921604,113758,36,Self-employed,Business,2,445,3,5,296397,0,8,0,908941,766513,41,15,Late,81,45902,3,339431,0.3985077548881036,0.6609899392082238,2,0
432,25,Male,1229170,972035,12,Salaried,Education,2,489,9,7,977499,6,7,1,916678,886887,66,25,Late,32,30004,3,327765,0.104872889555289,0.8089194857416503,9,0
433,35,Male,1418209,975424,48,Self-employed,Car,3,788,9,1,941529,5,5,2,1943217,23105,49,23,Paid,48,11336,4,334657,0.0066267806254955,0.4368828837574134,14,0
434,51,Female,1470097,611657,36,Self-employed,Car,3,869,7,6,188913,5,0,0,1447505,798940,58,54,Paid,45,10029,1,362235,0.6174049966574835,0.0189525694306575,3,0
435,29,Female,1235789,795569,36,Self-employed,Car,3,688,1,5,399862,3,0,0,1745585,1119503,11,26,Paid,24,73712,1,93053,0.1003957679409306,0.3770400544805384,10,0
436,56,Male,277359,999639,36,Salaried,Car,4,699,8,6,884455,3,7,2,984844,580741,36,58,Late,34,66687,3,179984,0.3768716455217363,0.6968449411217802,0,0
437,50,Male,561802,957927,24,Self-employed,Education,2,899,5,3,866349,2,2,0,456309,62361,64,25,Paid,20,59527,1,55269,0.3774385111914683,0.4392481647405704,1,1
438,33,Male,1688535,844773,48,Salaried,Car,3,680,5,2,258372,1,6,2,75032,1655387,87,28,Late,18,80877,3,415095,0.2862295370175112,0.725731616292645,3,0
439,54,Female,835028,109824,48,Salaried,Home,4,521,9,1,173969,7,5,0,1297282,977647,28,27,Paid,52,33885,3,91080,0.7789126136052503,0.6867476541373686,5,0
440,61,Female,608179,181427,12,Salaried,Home,5,624,3,7,368551,7,3,2,1001735,891240,88,42,Paid,84,45899,1,486969,0.8858082793601757,0.4166170279054382,1,1
441,29,Female,366609,571546,12,Self-employed,Car,1,766,1,3,492317,0,2,2,1582513,1606381,54,35,Paid,52,28111,2,132554,0.911478515964757,0.177488241414535,18,0
442,26,Male,1937958,504688,36,Self-employed,Car,1,622,5,5,850120,6,9,2,1568503,981877,75,13,Late,63,7799,2,282496,0.0051232460867974,0.391322053059405,10,0
443,59,Female,495156,167019,24,Self-employed,Business,0,549,5,7,498401,9,7,2,1079317,1723935,69,50,Late,23,75712,1,472142,0.9014793695074672,0.9314321129020808,14,0
444,37,Female,1339746,900173,12,Salaried,Education,0,810,2,6,613499,3,4,0,144118,689040,48,16,Paid,42,54587,3,221915,0.68799850534671,0.0281558747649102,14,0
445,39,Female,231517,348902,12,Self-employed,Education,4,514,5,7,952027,7,4,2,177789,84535,29,27,Late,74,1006,2,392298,0.1208937717369148,0.2677948592353923,11,0
446,26,Male,1961749,842466,12,Self-employed,Home,4,832,6,2,435614,2,6,2,408273,822825,42,45,Paid,83,11488,1,276120,0.402310070842678,0.1339243195942834,18,1
447,58,Male,376523,687366,60,Self-employed,Home,1,598,8,6,248099,9,4,0,1003700,645186,64,7,Late,88,95096,3,166807,0.6559393456104224,0.2180670683283294,1,1
448,53,Male,928926,978225,24,Salaried,Education,0,553,9,7,606492,2,4,1,529810,1532308,11,58,Paid,35,68438,4,384966,0.5118048213410389,0.6489668038201766,1,0
449,29,Female,1563806,903937,12,Salaried,Home,1,738,9,6,62989,8,9,0,176805,542791,55,1,Late,69,3182,2,335846,0.3427021178655351,0.7393858111445182,4,0
450,54,Female,941860,297135,48,Self-employed,Home,1,720,6,4,445974,8,0,1,426262,518456,49,38,Paid,33,50756,4,235939,0.8586263288518945,0.6335322540220204,16,0
451,58,Female,1617188,81618,60,Salaried,Home,1,825,4,3,241169,3,1,0,1747391,1674106,84,2,Paid,34,27537,3,69869,0.8233464776614853,0.5886335212859817,4,0
452,40,Male,1542307,887377,24,Self-employed,Business,0,780,7,4,310897,9,3,2,646543,1796397,5,56,Paid,44,35296,3,264357,0.5154941742852284,0.3226977217459879,8,0
453,58,Male,1603442,206550,36,Salaried,Home,1,714,9,2,313299,9,9,1,1346724,1030280,6,9,Paid,73,25097,3,228681,0.8675376258510299,0.6523593023788676,9,1
454,62,Male,1801625,982890,60,Salaried,Education,0,797,9,2,354140,2,3,1,1889536,76901,51,6,Paid,48,73113,3,228691,0.8473357382620545,0.4182018513740626,1,0
455,29,Female,1655783,924305,60,Self-employed,Business,5,593,8,1,263403,4,7,0,594732,1474321,44,22,Late,49,74716,1,492970,0.2832508041526791,0.7607330354330976,3,0
456,60,Male,1444888,126785,12,Salaried,Car,1,769,2,6,691732,8,6,1,1491928,98752,60,48,Paid,58,83478,2,55918,0.8259359319047296,0.1625778758772622,17,0
457,48,Female,443443,825550,48,Self-employed,Education,1,570,4,4,566516,9,4,2,1903857,491694,21,47,Late,2,10305,2,453377,0.7157037625283366,0.4541456061415522,9,1
458,23,Female,298754,414118,12,Salaried,Car,4,569,2,3,299893,1,0,1,758968,1153992,47,33,Paid,71,56809,4,393675,0.5873981825201642,0.3672458944316163,13,0
459,37,Male,250732,375716,48,Self-employed,Education,0,393,6,2,673791,6,3,2,935548,1206280,11,19,Paid,58,43310,1,238230,0.5955689171732065,0.3556311034728655,19,0
460,51,Female,1299333,771443,24,Self-employed,Car,5,604,5,6,94614,4,8,0,194364,1751568,87,15,Late,5,41931,4,328965,0.4089544048433322,0.692197274929107,19,0
461,52,Male,988124,341201,48,Self-employed,Education,5,718,1,2,922389,9,5,0,1359750,526654,49,53,Late,85,63902,2,100655,0.5655024481427987,0.2550118529031786,16,0
462,52,Female,1754486,818276,24,Self-employed,Home,5,623,2,4,918875,8,6,0,1539629,155601,6,35,Paid,33,19657,2,317898,0.2211849115914843,0.550316919817668,1,0
463,26,Male,1396461,296213,48,Salaried,Home,0,771,5,3,174455,0,8,2,544944,1547790,82,45,Paid,72,93579,1,328900,0.9545359234108488,0.9221733851872626,2,0
464,34,Female,921401,117841,36,Salaried,Car,3,594,2,6,989711,0,7,1,1336830,1118787,25,3,Late,6,25208,3,127941,0.3458278717782632,0.184617940841571,8,0
465,62,Male,912600,589672,24,Salaried,Business,1,872,9,3,721868,9,2,0,1312770,1719836,3,50,Paid,58,42635,1,413911,0.8076835943524554,0.2730716357208986,4,0
466,47,Female,229895,61934,48,Self-employed,Education,5,447,5,4,597706,9,5,0,521298,906594,87,4,Paid,19,37939,1,232126,0.4237564982384699,0.0722026547426539,11,0
467,41,Male,1008178,476441,36,Self-employed,Education,4,383,5,6,790835,4,6,1,68889,1025873,32,55,Late,33,60407,3,79792,0.5642426241580791,0.8828111861923718,16,0
468,56,Female,514896,97244,48,Salaried,Education,2,311,2,3,158110,2,8,1,135379,256451,71,39,Paid,41,9234,2,235650,0.0441311556210513,0.0074116448437262,0,0
469,28,Female,654119,682632,24,Salaried,Car,0,832,3,6,622221,8,2,2,956227,411138,6,1,Late,35,42047,3,269875,0.8604272765445442,0.8956513119220834,1,0
470,30,Female,1910097,52549,24,Salaried,Education,3,807,8,2,59198,7,2,2,1142589,257446,84,15,Paid,15,61901,2,244393,0.6832818326445413,0.632075036368615,18,0
471,53,Male,1122179,311188,12,Self-employed,Business,3,511,8,5,28094,6,8,1,1545109,1330985,13,55,Paid,55,28184,3,396934,0.1162229868650963,0.9723884388155544,18,0
472,63,Male,558772,940966,48,Salaried,Home,0,384,9,4,570312,1,7,0,572373,445847,54,58,Paid,76,71852,2,74486,0.7674855010186511,0.9443194805379312,7,0
